0.019893182917504	4.65297081838018E-20
0.022039115604996	3.96039709300146E-20
0.024593318861017	3.20782938725683E-20
0.027285608640669	2.66349403267191E-20
0.029290662621836	2.35294642707503E-20
0.032163856228722	2.00272096119016E-20
0.035995178042378	1.66287999930024E-20
0.039168643078387	1.45667559305483E-20
0.041938989276496	1.31549887145880E-20
0.045419669042628	1.17356036214409E-20
0.048493860140115	1.07286666706093E-20
0.053603226174606	9.55821874511334E-21
0.060509958023422	8.51386165590939E-21
0.071328208796870	7.71000815999846E-21
0.080286773370004	7.33700748409359E-21
0.093285101769297	7.21830757995222E-21
0.108075521191418	7.42853084486328E-21
0.124308549893512	7.90485778027706E-21
0.137720688082623	8.30536361843366E-21
0.158181075490152	9.17128949567556E-21
0.184854182657574	1.06423620449833E-20
0.205683295993083	1.17519458167612E-20
0.229558756333838	1.32087394756561E-20
0.254646965830064	1.43302340267030E-20
0.274664401689966	1.57401852734322E-20
0.294171312716257	1.70462497668355E-20
0.320317820345929	1.84533291142995E-20
0.349779613644052	2.02770331993102E-20
0.379214651695723	2.17024774339124E-20
0.405716316704105	2.34724004506902E-20
0.435552437923245	2.50340942870139E-20
0.487434946803397	2.79890142820874E-20
0.550240541010489	3.13514394754213E-20
0.619348759211183	3.58646817835968E-20
0.671468875946142	3.85427570476236E-20
0.766787023526925	4.37331222646678E-20
0.922320528096075	5.33278391972558E-20
1.096670219113430	6.34350886934684E-20
1.188958415367730	6.81718919621104E-20
1.357736623506940	7.73522683524923E-20
1.633137130892420	9.43227721835291E-20
1.941855136711760	1.12199809880612E-19
2.105268262035040	1.21070632483031E-19
2.404120938735860	1.36815601297920E-19
2.925340179260410	1.68913007596356E-19
